RelativeGap,CPU_time,Iteration
1.864745426395778,0.02802562713623047,1
0.48421203029200544,0.05505013465881348,2
0.19607749055416135,0.08207464218139648,3
0.09060009896559396,0.10909819602966309,4
0.13586926990668147,0.1361241340637207,5
0.06692115072258553,0.16414928436279297,6
0.1206663347771113,0.19216513633728027,7
0.04859981370214417,0.2211923599243164,8
0.07309823435709961,0.24921631813049316,9
0.0487752748771233,0.2792539596557617,10
0.04609810857828345,0.3062772750854492,11
0.03892707049264166,0.3332936763763428,12
0.029995949460730476,0.3603184223175049,13
0.027533896715874473,0.3873426914215088,14
0.02667281799900678,0.4143669605255127,15
0.017550167912096626,0.44239306449890137,16
0.017806507657868176,0.47041845321655273,17
0.016725748563291676,0.49744343757629395,18
0.016322596929193356,0.5244674682617188,19
0.010328392572255485,0.55149245262146,20
0.015413567388319116,0.5785171985626221,21
0.010250667716488415,0.6055412292480469,22
0.009295175716316217,0.6335668563842773,23
0.010674148011006857,0.6615922451019287,24
0.010257399557855873,0.6886260509490967,25
0.009109869796117609,0.7166519165039062,26
0.007570218656287597,0.7436761856079102,27
0.009408725377464178,0.7707004547119141,28
0.007170082461869898,0.797724723815918,29
0.011049441370056368,0.824749231338501,30
0.006285770794259404,0.8537759780883789,31
0.006952736479595156,0.8818013668060303,32
0.006519800576093582,0.9098258018493652,33
0.004616791220436012,0.9368407726287842,34
0.0036698543623121527,0.9638755321502686,35
0.006163448072192379,0.9919009208679199,36
0.005509654311876222,1.0199265480041504,37
0.004590432937632727,1.0479512214660645,38
0.00481452817877881,1.0749762058258057,39
0.0048470114465484215,1.1030020713806152,40
0.005432557874291533,1.1310276985168457,41
0.00507010541614239,1.1580519676208496,42
0.0037427588012635127,1.1860771179199219,43
0.004485234457837661,1.213102102279663,44
0.0038555684292795878,1.2401256561279297,45
0.0032411494066029167,1.2671501636505127,46
0.002795466498663135,1.294175148010254,47
0.003993839369764052,1.3211991786956787,48
0.004201382448114854,1.3482234477996826,49
0.0019711464519540645,1.3752484321594238,50
0.0036569435821782736,1.402273178100586,51
0.00471361568086337,1.4292972087860107,52
0.0024968743711182295,1.4563217163085938,53
0.0031697453621257754,1.48335599899292,54
0.002809492032334937,1.5103793144226074,55
0.003327126165543426,1.538395881652832,56
0.0025799489744515736,1.565420150756836,57
0.0028510347331696106,1.5924453735351562,58
0.0035068597859155837,1.6194698810577393,59
0.003109189716706151,1.646493673324585,60
0.0021874541733746256,1.6735191345214844,61
0.002353609581652316,1.700551986694336,62
0.0026108498515511336,1.7275760173797607,63
0.003254777420137245,1.7546007633209229,64
0.0018045068818390853,1.7826247215270996,65
0.0017563450109798762,1.81065034866333,66
0.0025151780617946873,1.8406875133514404,67
0.003272017795643567,1.8687126636505127,68
0.0013802203599566631,1.8957271575927734,69
0.001856459376642583,1.923753261566162,70
0.0024784563137509874,1.9507768154144287,71
0.0021055057566417013,1.9778013229370117,72
0.002385181495386135,2.0048258304595947,73
0.001594945067779685,2.0308496952056885,74
0.00222829566389815,2.0578744411468506,75
0.0019587220785306503,2.084899663925171,76
0.002549947527412,2.1119327545166016,77
0.0020258760911822105,2.139958620071411,78
0.001728879596512245,2.166992664337158,79
0.001985023738201974,2.1940083503723145,80
0.0017698400841024142,2.2220335006713867,81
0.001554120166593398,2.2490575313568115,82
0.0018157587689102694,2.2760820388793945,83
0.0019827923262158986,2.3031063079833984,84
0.0016024279261173113,2.3301310539245605,85
0.0017523998794493068,2.3571553230285645,86
0.0014295627704408176,2.383178949356079,87
0.0015333195222801965,2.4092018604278564,88
0.0017478613254817699,2.4362268447875977,89
0.0018839796054908042,2.4632513523101807,90
0.0011021052931168285,2.4902749061584473,91
0.0018137877576926975,2.5172996520996094,92
0.002071068298520329,2.5443243980407715,93
0.002063721353461334,2.5713486671447754,94
0.0011603203881087598,2.5983734130859375,95
0.0017344721269378915,2.6253983974456787,96
0.0016770617695367473,2.652423620223999,97
0.001064930344280679,2.6794474124908447,98
0.0018363546692325983,2.7064714431762695,99
0.0013283693777790262,2.73349666595459,100
0.001113822486764393,2.7605209350585938,101
0.0015246145203835493,2.787546157836914,102
0.0017918037690105582,2.814570188522339,103
0.0013899104555821218,2.8425960540771484,104
0.0015882704232472733,2.869619846343994,105
0.0011071890131715278,2.8956432342529297,106
0.0014489834819282343,2.9216673374176025,107
0.0012402064991747785,2.9486913681030273,108
0.0008278776710892721,2.976726531982422,109
0.0011674604742577532,3.0047521591186523,110
0.0013966139328140947,3.0327775478363037,111
0.0010112184104829058,3.060793161392212,112
0.0012300233562843044,3.0888187885284424,113
0.0014010630540584046,3.1158432960510254,114
0.0014070896158118185,3.1428678035736084,115
0.0015137014451216402,3.168891191482544,116
0.0012963081223646977,3.194915533065796,117
0.0011379445943382471,3.221940040588379,118
0.0014237208217897646,3.2489640712738037,119
0.0011140240605107543,3.274986505508423,120
0.0011863804030418645,3.302011251449585,121
0.0011065164901900015,3.329035758972168,122
0.0009607250367500431,3.356060743331909,123
0.0012119841409106158,3.383084774017334,124
0.0011265814111796058,3.4161152839660645,125
0.0012438285022025042,3.4431397914886475,126
0.0006313584680102124,3.471165657043457,127
0.001331294443339015,3.4971883296966553,128
0.001091974247034555,3.5232126712799072,129
0.0007252333712921555,3.5502371788024902,130
0.0011243275852064194,3.576260566711426,131
0.0013532119771697548,3.6032848358154297,132
0.0008843280038877133,3.630309581756592,133
0.0008869473289696561,3.657334327697754,134
0.0011336659887037914,3.6833584308624268,135
0.0007121552188658065,3.7103824615478516,136
0.0012407344036049484,3.7374067306518555,137
0.001279148655102258,3.763429880142212,138
0.0011574037418755623,3.7904553413391113,139
0.0008012375121679849,3.817478895187378,140
0.0009478334719272841,3.844503164291382,141
0.000883813725510274,3.8715286254882812,142
0.0008780778325709893,3.898552656173706,143
0.0008442764031442174,3.925577402114868,144
0.0011628530646021762,3.9526021480560303,145
0.001226472592132044,3.979626178741455,146
0.0008737601559369867,4.007652044296265,147
0.0007686725925113436,4.03568696975708,148
0.001237072387963556,4.063702821731567,149
0.0011123796074541392,4.0907275676727295,150
0.0009375614324800274,4.117751598358154,151
0.0008887739276322026,4.144775867462158,152
0.0009434548505116158,4.1718010902404785,153
0.0008903689498565015,4.198824882507324,154
0.0007783709295177133,4.225849628448486,155
0.0008677794983071863,4.253875732421875,156
0.00066059458879697,4.280909299850464,157
0.0008553240992179578,4.307933807373047,158
0.0011307727628238062,4.334957599639893,159
0.0009714891597363273,4.362983226776123,160
0.0005745679618980315,4.391009330749512,161
0.0008566352750367656,4.419034957885742,162
0.0010400276277595655,4.446059226989746,163
0.0006433918814143791,4.473084449768066,164
0.0009268479644939376,4.50110936164856,165
0.0010650729377008616,4.529135465621948,166
0.0006855898536846095,4.5561511516571045,167
0.000828408975668049,4.583174705505371,168
0.0006029076837397174,4.610199689865112,169
0.0006634812000019252,4.636223793029785,170
0.0009579103916197429,4.6622467041015625,171
0.001043544284276443,4.6892712116241455,172
0.0004478709673794157,4.7162957191467285,173
0.0007825998497568154,4.74332070350647,174
0.0008593494056381434,4.769344091415405,175
0.0005647662498393657,4.796368837356567,176
0.0010351609919854177,4.823393821716309,177
0.0009258970875034578,4.850418567657471,178
0.0007447495931651726,4.877443075180054,179
0.0008215306079446538,4.904466867446899,180
0.0006484130845907377,4.9314916133880615,181
0.0007990179276102793,4.958516359329224,182
0.000630528119016871,4.9855406284332275,183
0.000797217516297577,5.0125648975372314,184
0.000826299175959111,5.039589881896973,185
0.001034686294351328,5.066615104675293,186
0.0006017071276078756,5.093639373779297,187
0.0007773259024244084,5.119662523269653,188
0.0006944969791606859,5.1466875076293945,189
0.0007705788152376769,5.173711538314819,190
0.0007873585752160572,5.201736688613892,191
0.0005090096761510843,5.2287609577178955,192
0.000884126003737773,5.2557854652404785,193
0.0006390420688719978,5.282809019088745,194
0.0005632504233501479,5.309834718704224,195
0.0005712205728007902,5.337859869003296,196
0.0006662149956968566,5.364884614944458,197
0.000881153433330617,5.391900539398193,198
0.0006605429600610169,5.417923212051392,199
0.0005269082061567509,5.4439475536346436,200
0.0009035052763100015,5.4709718227386475,201
0.0009036461126226136,5.49699592590332,202
0.0006244091767366733,5.524020433425903,203
0.0006528502063904984,5.550043821334839,204
0.0006218220159852628,5.577068567276001,205
0.0006111944368252242,5.604092836380005,206
0.0006550157654505728,5.631117582321167,207
0.000520022739093351,5.65814208984375,208
0.0005937792967813937,5.684165954589844,209
0.0006911198613839264,5.710189580917358,210
0.0005830846706844639,5.736213684082031,211
0.0006065626227547138,5.763237714767456,212
0.0006007939885717128,5.790262937545776,213
0.0005829432990041017,5.817286968231201,214
0.0006103314049894504,5.843310356140137,215
0.00059812723197461,5.870335578918457,216
0.0007123250695399985,5.897359371185303,217
0.0004632598108802455,5.925394773483276,218
0.0008575296556301293,5.952418327331543,219
0.000544652669202117,5.979442119598389,220
0.0006668106250711237,6.00645637512207,221
0.0005756284541313939,6.0334813594818115,222
0.0005512168291490482,6.0605058670043945,223
0.0005456673776202958,6.0875303745269775,224
0.00047135501586903494,6.11455512046814,225
0.000626995713094658,6.1415791511535645,226
0.0005317673121412181,6.167602062225342,227
0.0007109812693628648,6.195627450942993,228
0.00046374062317533493,6.222651720046997,229
0.0007663125477821442,6.24967622756958,230
0.0005891376615838606,6.276700735092163,231
0.0004094754106853671,6.303725957870483,232
0.0006956015971981699,6.330751180648804,233
0.000691569333084896,6.35777473449707,234
0.0005322774098941441,6.3847997188568115,235
0.0004429261070781898,6.411824703216553,236
0.0005563731329667476,6.437848329544067,237
0.0005952914161719836,6.465883493423462,238
0.0005833879293102306,6.493900775909424,239
0.0005125585844720781,6.520933389663696,240
0.0006645428775442497,6.548958778381348,241
0.0005336318984621169,6.575982570648193,242
0.0006428707934311717,6.603007078170776,243
0.0005625811409240011,6.631032705307007,244
0.000563500492924307,6.6580564975738525,245
0.0004864973865053024,6.686082601547241,246
0.0006362738573346682,6.714107990264893,247
0.00046253501112247797,6.74212384223938,248
0.0004549955871067102,6.76915717124939,249
0.00046699272139072434,6.796181917190552,250
0.000585927516432827,6.823206424713135,251
0.00041260138988130635,6.851232051849365,252
0.0005559827026087039,6.879247665405273,253
0.0005381777346635808,6.906282663345337,254
0.000459931498524746,6.933307409286499,255
0.0007541624532416691,6.961332082748413,256
0.0003124966850487354,6.988347053527832,257
0.0003782084070076408,7.014370441436768,258
0.0006609399160626417,7.041395425796509,259
0.0004345446491336169,7.068420171737671,260
0.0005815400875783805,7.096436500549316,261
0.00046132606257098807,7.1234612464904785,262
0.0006177919972270018,7.1504857540130615,263
0.00033673228989949955,7.1775102615356445,264
0.000624996295969682,7.204535245895386,265
0.0006350021988339449,7.2305588722229,266
0.0003678625524399237,7.257582426071167,267
0.00031316414542481574,7.283606052398682,268
0.0005012508482622469,7.309629440307617,269
0.0005098248828192542,7.336653470993042,270
0.0004980038297504041,7.363678216934204,271
0.0006820470789583588,7.390702724456787,272
0.0004733639578096138,7.41772723197937,273
0.00048241233278334406,7.444751739501953,274
0.000478082637552113,7.471776485443115,275
0.0004206628811620483,7.497799873352051,276
0.0004066086968166349,7.524824619293213,277
0.0005358116423208603,7.550848007202148,278
0.0005203837957181712,7.5778727531433105,279
0.00046081371215933586,7.603895664215088,280
0.0005672269919916317,7.6299192905426025,281
0.0005863854018728354,7.655943393707275,282
0.00038736437236508436,7.682966947555542,283
0.000339880195138198,7.709991931915283,284
0.0005030342085001749,7.737016201019287,285
0.00039473647601551143,7.764040946960449,286
0.0004942035267387901,7.791064977645874,287
0.0005445761045888009,7.818089723587036,288
0.00031536590906067197,7.845114469528198,289
0.0005095287007141902,7.872138977050781,290
0.00038035686113491174,7.898162364959717,291
0.0005899782267810849,7.9241859912872314,292
0.0003390012498247774,7.9512104988098145,293
0.0003509567637502986,7.978235483169556,294
0.00048659037571718855,8.00525975227356,295
0.0004046576955718528,8.032284021377563,296
0.000532176563386999,8.062320947647095,297
0.0004791812945843521,8.091347455978394,298
0.00042681451111903357,8.119372844696045,299
0.0004070800701065913,8.147398471832275,300
0.0003308027232502564,8.175423860549927,301
0.00041351727448835085,8.20244812965393,302
0.0004650325034969427,8.229473352432251,303
0.0003990061832956915,8.256498575210571,304
0.0004922830046933946,8.283523797988892,305
0.0004548255463563411,8.311548709869385,306
0.0005310917877259236,8.339576244354248,307
0.0005257443746327084,8.367599964141846,308
0.0004948053714679546,8.395625591278076,309
0.0003135730808654369,8.423641443252563,310
0.00029630304600036794,8.450666666030884,311
0.0004117892426303005,8.476689577102661,312
0.00040082109909600483,8.503714323043823,313
0.0005165685159149724,8.53074836730957,314
0.0003861820559099005,8.557772159576416,315
0.00034851072143271544,8.585798263549805,316
0.0004398148463797824,8.612812995910645,317
0.0002727328990745903,8.639838457107544,318
0.000357013875754264,8.665861368179321,319
0.000499330131469522,8.69188380241394,320
0.0004538165668981353,8.718908309936523,321
0.0003379591674859128,8.744931936264038,322
0.0005382473456676529,8.770955801010132,323
0.0003408723636117994,8.797980308532715,324
0.0003765111510807273,8.825005292892456,325
0.0004404175718155656,8.851028680801392,326
0.0005499480894071151,8.878053903579712,327
0.0004640642284841068,8.905077934265137,328
0.0005245130148654464,8.93210244178772,329
0.0003527898865058887,8.959126710891724,330
0.00037213768492128096,8.986151456832886,331
0.0003644991492786076,9.01317572593689,332
0.000443688036931178,9.04020071029663,333
0.00037041435171403236,9.067224979400635,334
0.00031648057992139655,9.094258069992065,335
0.0004355056432345794,9.122284412384033,336
0.00045932902953227384,9.149299383163452,337
0.0002608125979481901,9.176324605941772,338
0.00029154943916420706,9.203348636627197,339
0.0004821985328937739,9.230373859405518,340
0.00036937765566502634,9.256397485733032,341
0.000254281070609208,9.282420873641968,342
0.0004013563202378556,9.310456037521362,343
0.00034219976043003975,9.337480545043945,344
0.0005100167446838721,9.365496397018433,345
0.00042618147339257284,9.391520261764526,346
0.000362046919408332,9.418545007705688,347
0.0005325997321834475,9.445569515228271,348
0.00041762567469616485,9.472593784332275,349
0.0002719473929895244,9.49961805343628,350
0.0002712903685173629,9.52664303779602,351
0.00036867400517048843,9.553667545318604,352
0.0003620383752120926,9.580691576004028,353
0.0002974294758120166,9.607715606689453,354
0.00037381687669091335,9.633738994598389,355
0.0003282589350153131,9.660763502120972,356
0.0004885861267283076,9.686787605285645,357
0.0003676091154922734,9.713810443878174,358
0.00030609723966512625,9.739834308624268,359
0.00033567158059955027,9.768861293792725,360
0.00031147078029647446,9.79588508605957,361
0.00035582621002672177,9.82291030883789,362
0.00039973484301825124,9.849934101104736,363
0.0004387244274177693,9.876958847045898,364
0.0003175958028502901,9.903983116149902,365
0.00031086744964547997,9.931007862091064,366
0.0004585483854404604,9.957032203674316,367
0.000301392409022716,9.98305606842041,368
